Format: EncDifference(long),EncBuffer(long int),WheelPositionRadians(float),encRate(ticks/sec)(float),MotorVoltage(float),MotorCurrent(float)
80,59493,119.40,8000.00,10.67,0.19
80,59573,119.40,8000.00,10.68,0.19
80,59653,119.40,8000.00,10.68,0.20
81,59734,119.40,8100.00,10.70,0.20
80,59814,119.40,8000.00,10.68,0.19
80,59894,119.40,8000.00,10.68,0.19
80,59974,119.40,8000.00,10.66,0.18
80,60054,119.40,8000.00,10.65,0.19
80,60134,122.54,8000.00,10.66,0.19
80,60214,122.54,8000.00,10.66,0.19
80,60294,122.54,8000.00,10.69,0.19
80,60374,122.54,8000.00,10.68,0.19
80,60454,122.54,8000.00,10.68,0.19
81,60535,122.54,8100.00,10.68,0.19
80,60615,122.54,8000.00,10.66,0.19
80,60695,122.54,8000.00,10.67,0.19
80,60775,122.54,8000.00,10.65,0.19
80,60855,122.54,8000.00,10.66,0.19
80,60935,122.54,8000.00,10.67,0.19
81,61016,122.54,8100.00,10.68,0.19
80,61096,122.54,8000.00,10.69,0.19
80,61176,122.54,8000.00,10.69,0.19
80,61256,122.54,8000.00,10.70,0.19
80,61336,122.54,8000.00,10.67,0.19
81,61417,122.54,8100.00,10.67,0.19
80,61497,122.54,8000.00,10.66,0.19
80,61577,122.54,8000.00,10.66,0.19
80,61657,125.68,8000.00,10.68,0.19
80,61737,125.68,8000.00,10.69,0.19
81,61818,125.68,8100.00,10.69,0.19
80,61898,125.68,8000.00,10.67,0.19
80,61978,125.68,8000.00,10.66,0.19
80,62058,125.68,8000.00,10.66,0.18
80,62138,125.68,8000.00,10.66,0.18
80,62218,125.68,8000.00,10.67,0.18
80,62298,125.68,8000.00,10.67,0.19
80,62378,125.68,8000.00,10.68,0.19
80,62458,125.68,8000.00,10.68,0.19
80,62538,125.68,8000.00,10.68,0.19
80,62618,125.68,8000.00,10.68,0.19
81,62699,125.68,8100.00,10.67,0.19
80,62779,125.68,8000.00,10.67,0.19
80,62859,125.68,8000.00,10.66,0.19
80,62939,125.68,8000.00,10.67,0.19
80,63019,125.68,8000.00,10.67,0.19
81,63100,125.68,8100.00,10.68,0.19
80,63180,128.82,8000.00,10.70,0.19
80,63260,128.82,8000.00,10.67,0.19
81,63341,128.82,8100.00,10.67,0.19
80,63421,128.82,8000.00,10.65,0.18
80,63501,128.82,8000.00,10.65,0.19
80,63581,128.82,8000.00,10.67,0.19
80,63661,128.82,8000.00,10.67,0.19
81,63742,128.82,8100.00,10.69,0.19
80,63822,128.82,8000.00,10.68,0.19
80,63902,128.82,8000.00,10.68,0.19
80,63982,128.82,8000.00,10.68,0.19
80,64062,128.82,8000.00,10.66,0.19
80,64142,128.82,8000.00,10.68,0.19
80,64222,128.82,8000.00,10.65,0.19
80,64302,128.82,8000.00,10.66,0.19
80,64382,128.82,8000.00,10.67,0.19
80,64462,128.82,8000.00,10.68,0.19
81,64543,128.82,8100.00,10.70,0.19
80,64623,128.82,8000.00,10.70,0.19
80,64703,131.96,8000.00,10.69,0.19
80,64783,131.96,8000.00,10.67,0.19
80,64863,131.96,8000.00,10.67,0.19
80,64943,131.96,8000.00,10.67,0.19
81,65024,131.96,8100.00,10.67,0.19
80,65104,131.96,8000.00,10.70,0.19
80,65184,131.96,8000.00,10.69,0.19
81,65265,131.96,8100.00,10.69,0.19
80,65345,131.96,8000.00,10.68,0.19
80,65425,131.96,8000.00,10.67,0.19
80,65505,131.96,8000.00,10.67,0.19
80,65585,131.96,8000.00,10.66,0.19
80,65665,131.96,8000.00,10.68,0.19
81,65746,131.96,8100.00,10.67,0.19
80,65826,131.96,8000.00,10.69,0.19
80,65906,131.96,8000.00,10.69,0.19
80,65986,131.96,8000.00,10.68,0.19
80,66066,131.96,8000.00,10.68,0.19
80,66146,131.96,8000.00,10.65,0.18
80,66226,135.11,8000.00,10.67,0.18
80,66306,135.11,8000.00,10.66,0.18
81,66387,135.11,8100.00,10.66,0.19
80,66467,135.11,8000.00,10.69,0.19
80,66547,135.11,8000.00,10.68,0.11
67,66614,135.11,6700.00,11.14,-0.47
45,66659,135.11,4500.00,11.37,-0.95
27,66686,135.11,2700.00,11.38,-1.37
11,66697,135.11,1100.00,11.38,-1.65
-4,66693,135.11,-400.00,10.80,-1.43
-17,66676,135.11,-1700.00,10.35,-1.27
-27,66649,135.11,-2700.00,10.18,-1.13
-36,66613,135.11,-3600.00,10.06,-0.97
-43,66570,135.11,-4300.00,10.01,-0.81
-48,66522,135.11,-4800.00,10.02,-0.64
-52,66470,135.11,-5200.00,10.02,-0.51
-56,66414,135.11,-5600.00,9.95,-0.41
-60,66354,135.11,-6000.00,9.93,-0.35
-62,66292,135.11,-6200.00,9.98,-0.29
-64,66228,135.11,-6400.00,10.04,-0.25
-66,66162,131.96,-6600.00,10.11,-0.22
-68,66094,131.96,-6800.00,10.21,-0.19
-68,66026,131.96,-6800.00,10.26,-0.16
-71,65955,131.96,-7100.00,10.28,-0.13
-70,65885,131.96,-7000.00,10.29,-0.11
-72,65813,131.96,-7200.00,10.31,-0.10
-72,65741,131.96,-7200.00,10.34,-0.09
-74,65667,131.96,-7400.00,10.38,-0.08
-73,65594,131.96,-7300.00,10.42,-0.08
-74,65520,131.96,-7400.00,10.45,-0.07
-75,65445,131.96,-7500.00,10.49,-0.07
-75,65370,131.96,-7500.00,10.52,-0.07
-75,65295,131.96,-7500.00,10.52,-0.06
-76,65219,131.96,-7600.00,10.53,-0.05
-76,65143,131.96,-7600.00,10.53,-0.05
-76,65067,131.96,-7600.00,10.53,-0.04
-76,64991,131.96,-7600.00,10.56,-0.04
-76,64915,131.96,-7600.00,10.60,-0.05
-77,64838,131.96,-7700.00,10.60,-0.04
-76,64762,131.96,-7600.00,10.61,-0.03
-77,64685,131.96,-7700.00,10.63,-0.03
-77,64608,128.82,-7700.00,10.61,-0.03
-78,64530,128.82,-7800.00,10.60,-0.03
-76,64454,128.82,-7600.00,10.63,-0.03
-78,64376,128.82,-7800.00,10.61,-0.03
-78,64298,128.82,-7800.00,10.63,-0.03
-76,64222,128.82,-7600.00,10.66,-0.04
-78,64144,128.82,-7800.00,10.63,-0.03
-78,64066,128.82,-7800.00,10.66,-0.03
-77,63989,128.82,-7700.00,10.64,-0.03
-78,63911,128.82,-7800.00,10.64,-0.02
-77,63834,128.82,-7700.00,10.63,-0.02
-78,63756,128.82,-7800.00,10.61,-0.02
-77,63679,128.82,-7700.00,10.64,-0.03
-78,63601,128.82,-7800.00,10.66,-0.03
-78,63523,128.82,-7800.00,10.67,-0.03
-77,63446,128.82,-7700.00,10.69,-0.03
-78,63368,128.82,-7800.00,10.66,-0.02
-78,63290,128.82,-7800.00,10.66,-0.02
-77,63213,128.82,-7700.00,10.64,-0.02
-78,63135,125.68,-7800.00,10.64,-0.02
-78,63057,125.68,-7800.00,10.65,-0.03
-78,62979,125.68,-7800.00,10.64,-0.02
-77,62902,125.68,-7700.00,10.66,-0.03
-79,62823,125.68,-7900.00,10.65,-0.03
-77,62746,125.68,-7700.00,10.67,-0.03
-78,62668,125.68,-7800.00,10.66,-0.03
-78,62590,125.68,-7800.00,10.66,-0.02
-78,62512,125.68,-7800.00,10.66,-0.02
-78,62434,125.68,-7800.00,10.64,-0.02
-77,62357,125.68,-7700.00,10.65,-0.02
-79,62278,125.68,-7900.00,10.65,-0.02
-77,62201,125.68,-7700.00,10.68,-0.03
-78,62123,125.68,-7800.00,10.68,-0.03
-77,62046,125.68,-7700.00,10.67,-0.02
-78,61968,125.68,-7800.00,10.66,-0.02
-78,61890,125.68,-7800.00,10.64,-0.02
-78,61812,125.68,-7800.00,10.64,-0.02
-78,61734,125.68,-7800.00,10.64,-0.02
-77,61657,125.68,-7700.00,10.66,-0.03
-79,61578,122.54,-7900.00,10.68,-0.03
-77,61501,122.54,-7700.00,10.67,-0.02
-78,61423,122.54,-7800.00,10.68,-0.02
-77,61346,122.54,-7700.00,10.64,-0.02
-79,61267,122.54,-7900.00,10.65,-0.02
-77,61190,122.54,-7700.00,10.64,-0.02
-78,61112,122.54,-7800.00,10.64,-0.02
-78,61034,122.54,-7800.00,10.65,-0.03
-77,60957,122.54,-7700.00,10.65,-0.03
-79,60878,122.54,-7900.00,10.67,-0.03
-77,60801,122.54,-7700.00,10.65,-0.03
-78,60723,122.54,-7800.00,10.67,-0.02
-77,60646,122.54,-7700.00,10.65,-0.02
-78,60568,122.54,-7800.00,10.63,-0.02
-78,60490,122.54,-7800.00,10.64,-0.02
-78,60412,122.54,-7800.00,10.62,-0.02
-78,60334,122.54,-7800.00,10.65,-0.03
-77,60257,122.54,-7700.00,10.66,-0.03
-79,60178,122.54,-7900.00,10.68,-0.03
-77,60101,122.54,-7700.00,10.67,-0.03
-78,60023,119.40,-7800.00,10.65,-0.02
-78,59945,119.40,-7800.00,10.64,-0.02
-78,59867,119.40,-7800.00,10.62,-0.02
-77,59790,119.40,-7700.00,10.64,-0.02
-78,59712,119.40,-7800.00,10.64,-0.02
-78,59634,119.40,-7800.00,10.66,-0.02
-78,59556,119.40,-7800.00,10.67,-0.03
-78,59478,119.40,-7800.00,10.65,-0.02
-77,59401,119.40,-7700.00,10.67,-0.03
-78,59323,119.40,-7800.00,10.65,-0.03
-77,59246,119.40,-7700.00,10.65,-0.03
-79,59167,119.40,-7900.00,10.65,-0.03
-77,59090,119.40,-7700.00,10.64,-0.03
-78,59012,119.40,-7800.00,10.65,-0.03
-78,58934,119.40,-7800.00,10.65,-0.03
-78,58856,119.40,-7800.00,10.67,-0.03
-78,58778,119.40,-7800.00,10.66,-0.03
-77,58701,119.40,-7700.00,10.67,-0.02
-78,58623,119.40,-7800.00,10.65,-0.03
-78,58545,119.40,-7800.00,10.63,-0.02
-78,58467,116.25,-7800.00,10.64,-0.03
-77,58390,116.25,-7700.00,10.63,-0.03
-78,58312,116.25,-7800.00,10.66,-0.03
-78,58234,116.25,-7800.00,10.66,-0.03
-77,58157,116.25,-7700.00,10.67,-0.03
-79,58078,116.25,-7900.00,10.67,-0.03
-77,58001,116.25,-7700.00,10.65,-0.03
-78,57923,116.25,-7800.00,10.66,-0.03
-77,57846,116.25,-7700.00,10.63,-0.02
-79,57767,116.25,-7900.00,10.65,-0.02
-77,57690,116.25,-7700.00,10.65,-0.03
-78,57612,116.25,-7800.00,10.65,-0.03
-78,57534,116.25,-7800.00,10.67,-0.03
-78,57456,116.25,-7800.00,10.65,-0.03
-78,57378,116.25,-7800.00,10.66,-0.03
-77,57301,116.25,-7700.00,10.64,-0.03
-78,57223,116.25,-7800.00,10.65,-0.03
-78,57145,116.25,-7800.00,10.65,-0.03
-78,57067,116.25,-7800.00,10.64,-0.03
-77,56990,116.25,-7700.00,10.67,-0.03
-79,56911,113.11,-7900.00,10.66,-0.02
-77,56834,113.11,-7700.00,10.68,-0.03
-78,56756,113.11,-7800.00,10.67,-0.02
-78,56678,113.11,-7800.00,10.66,-0.02
-77,56601,113.11,-7700.00,10.66,-0.02
-78,56523,113.11,-7800.00,10.63,-0.02
-78,56445,113.11,-7800.00,10.64,-0.03
-78,56367,113.11,-7800.00,10.64,-0.02
-77,56290,113.11,-7700.00,10.67,-0.03
-79,56211,113.11,-7900.00,10.67,-0.03
-77,56134,113.11,-7700.00,10.67,-0.03
-78,56056,113.11,-7800.00,10.68,-0.03
-78,55978,113.11,-7800.00,10.63,-0.02
-78,55900,113.11,-7800.00,10.64,-0.03
-78,55822,113.11,-7800.00,10.63,-0.03
-77,55745,113.11,-7700.00,10.65,-0.03
-78,55667,113.11,-7800.00,10.66,-0.03
-78,55589,113.11,-7800.00,10.66,-0.03
-78,55511,113.11,-7800.00,10.67,-0.03
-77,55434,109.97,-7700.00,10.65,-0.02
-79,55355,109.97,-7900.00,10.65,-0.02
-77,55278,109.97,-7700.00,10.64,-0.02
-78,55200,109.97,-7800.00,10.65,-0.02
-78,55122,109.97,-7800.00,10.64,-0.03
-78,55044,109.97,-7800.00,10.65,-0.03
-78,54966,109.97,-7800.00,10.67,-0.03
-78,54888,109.97,-7800.00,10.66,-0.03
-78,54810,109.97,-7800.00,10.68,-0.03
-77,54733,109.97,-7700.00,10.67,-0.02
-79,54654,109.97,-7900.00,10.66,-0.02
-77,54577,109.97,-7700.00,10.65,-0.03
-79,54498,109.97,-7900.00,10.63,-0.02
-77,54421,109.97,-7700.00,10.64,-0.03
-78,54343,109.97,-7800.00,10.65,-0.03
-78,54265,109.97,-7800.00,10.68,-0.03
-78,54187,109.97,-7800.00,10.68,-0.03
-77,54110,109.97,-7700.00,10.67,-0.03
-79,54031,109.97,-7900.00,10.67,-0.03
-77,53954,109.97,-7700.00,10.63,-0.03
-79,53875,106.83,-7900.00,10.64,-0.03
-77,53798,106.83,-7700.00,10.63,-0.03
-79,53719,106.83,-7900.00,10.66,-0.03
-77,53642,106.83,-7700.00,10.68,-0.03
-78,53564,106.83,-7800.00,10.69,-0.02
-78,53486,106.83,-7800.00,10.69,-0.03
-78,53408,106.83,-7800.00,10.67,-0.02
-78,53330,106.83,-7800.00,10.66,-0.03
-78,53252,106.83,-7800.00,10.63,-0.03
-78,53174,106.83,-7800.00,10.65,-0.03
-78,53096,106.83,-7800.00,10.65,-0.03
-78,53018,106.83,-7800.00,10.67,-0.03
-78,52940,106.83,-7800.00,10.68,-0.03
-78,52862,106.83,-7800.00,10.67,-0.03
-78,52784,106.83,-7800.00,10.68,-0.03
-78,52706,106.83,-7800.00,10.66,-0.03
-78,52628,106.83,-7800.00,10.67,-0.03
-78,52550,106.83,-7800.00,10.65,-0.03
-78,52472,106.83,-7800.00,10.66,-0.03
-78,52394,106.83,-7800.00,10.66,-0.03
-77,52317,103.69,-7700.00,10.66,-0.03
-79,52238,103.69,-7900.00,10.67,-0.03
-77,52161,103.69,-7700.00,10.67,-0.03
-79,52082,103.69,-7900.00,10.68,-0.03
-77,52005,103.69,-7700.00,10.65,-0.03
-79,51926,103.69,-7900.00,10.66,-0.03
-77,51849,103.69,-7700.00,10.65,-0.03
-79,51770,103.69,-7900.00,10.65,-0.02
-77,51693,103.69,-7700.00,10.67,-0.03
-78,51615,103.69,-7800.00,10.65,-0.03
-78,51537,103.69,-7800.00,10.68,-0.03
-78,51459,103.69,-7800.00,10.66,-0.03
-78,51381,103.69,-7800.00,10.67,-0.02
-79,51302,103.69,-7900.00,10.65,-0.02
-77,51225,103.69,-7700.00,10.64,-0.02
-79,51146,103.69,-7900.00,10.65,-0.02
-77,51069,103.69,-7700.00,10.64,-0.03
-78,50991,103.69,-7800.00,10.67,-0.03
-78,50913,103.69,-7800.00,10.67,-0.03
-78,50835,103.69,-7800.00,10.68,-0.03
-78,50757,100.54,-7800.00,10.67,-0.03
-78,50679,100.54,-7800.00,10.66,-0.02
-78,50601,100.54,-7800.00,10.65,-0.02
-78,50523,100.54,-7800.00,10.64,-0.02
-78,50445,100.54,-7800.00,10.65,-0.03
-78,50367,100.54,-7800.00,10.64,-0.02
-78,50289,100.54,-7800.00,10.67,-0.03
-78,50211,100.54,-7800.00,10.67,-0.02
-78,50133,100.54,-7800.00,10.67,-0.03
-78,50055,100.54,-7800.00,10.67,-0.02
-77,49978,100.54,-7700.00,10.66,-0.02
-79,49899,100.54,-7900.00,10.65,-0.02
-78,49821,100.54,-7800.00,10.64,-0.02
-78,49743,100.54,-7800.00,10.66,-0.03
-77,49666,100.54,-7700.00,10.66,-0.03
-79,49587,100.54,-7900.00,10.69,-0.03
-77,49510,100.54,-7700.00,10.69,-0.03
-79,49431,100.54,-7900.00,10.68,-0.02
-77,49354,100.54,-7700.00,10.68,-0.03
-79,49275,97.40,-7900.00,10.65,-0.02
-77,49198,97.40,-7700.00,10.65,-0.03
-79,49119,97.40,-7900.00,10.64,-0.02
-77,49042,97.40,-7700.00,10.66,-0.02
-79,48963,97.40,-7900.00,10.67,-0.03
-77,48886,97.40,-7700.00,10.68,-0.02
-79,48807,97.40,-7900.00,10.69,-0.03
-77,48730,97.40,-7700.00,10.67,-0.02
-79,48651,97.40,-7900.00,10.66,-0.03
-77,48574,97.40,-7700.00,10.64,-0.03
-79,48495,97.40,-7900.00,10.65,-0.03
-77,48418,97.40,-7700.00,10.65,-0.03
-79,48339,97.40,-7900.00,10.68,-0.03
-78,48261,97.40,-7800.00,10.69,-0.02
-78,48183,97.40,-7800.00,10.69,-0.02
-78,48105,97.40,-7800.00,10.68,-0.02
-78,48027,97.40,-7800.00,10.65,-0.02
-78,47949,97.40,-7800.00,10.65,-0.02
-78,47871,97.40,-7800.00,10.64,-0.02
-78,47793,97.40,-7800.00,10.65,-0.02
-78,47715,94.26,-7800.00,10.66,-0.02
-78,47637,94.26,-7800.00,10.67,-0.02
-78,47559,94.26,-7800.00,10.67,-0.02
-78,47481,94.26,-7800.00,10.66,-0.02
-78,47403,94.26,-7800.00,10.66,-0.02
-78,47325,94.26,-7800.00,10.64,-0.02
-78,47247,94.26,-7800.00,10.65,-0.02
-78,47169,94.26,-7800.00,10.64,-0.02
-78,47091,94.26,-7800.00,10.66,-0.02
-78,47013,94.26,-7800.00,10.67,-0.03
-78,46935,94.26,-7800.00,10.68,-0.02
-78,46857,94.26,-7800.00,10.69,-0.03
-78,46779,94.26,-7800.00,10.66,-0.02
-78,46701,94.26,-7800.00,10.67,-0.02
-78,46623,94.26,-7800.00,10.64,-0.02
-78,46545,94.26,-7800.00,10.64,-0.02
-78,46467,94.26,-7800.00,10.64,-0.03
-78,46389,94.26,-7800.00,10.65,-0.02
-78,46311,94.26,-7800.00,10.67,-0.03
-78,46233,94.26,-7800.00,10.66,-0.02
-78,46155,91.12,-7800.00,10.68,-0.02
-78,46077,91.12,-7800.00,10.67,-0.02
-78,45999,91.12,-7800.00,10.67,-0.01
-78,45921,91.12,-7800.00,10.65,-0.01
-78,45843,91.12,-7800.00,10.66,-0.02
-78,45765,91.12,-7800.00,10.66,-0.02
-78,45687,91.12,-7800.00,10.66,-0.02
-78,45609,91.12,-7800.00,10.68,-0.03
-78,45531,91.12,-7800.00,10.66,-0.02
-78,45453,91.12,-7800.00,10.68,-0.03
-78,45375,91.12,-7800.00,10.67,-0.02
-78,45297,91.12,-7800.00,10.67,-0.02
-79,45218,91.12,-7900.00,10.66,-0.02
-77,45141,91.12,-7700.00,10.65,-0.02
-79,45062,91.12,-7900.00,10.65,-0.02
-77,44985,91.12,-7700.00,10.65,-0.02
-79,44906,91.12,-7900.00,10.67,-0.02
-77,44829,91.12,-7700.00,10.67,-0.02
-79,44750,91.12,-7900.00,10.68,-0.02
-77,44673,91.12,-7700.00,10.67,-0.02
-79,44594,87.98,-7900.00,10.66,-0.02
-77,44517,87.98,-7700.00,10.66,-0.02
-79,44438,87.98,-7900.00,10.65,-0.02
-78,44360,87.98,-7800.00,10.66,-0.02
-78,44282,87.98,-7800.00,10.66,-0.02
-78,44204,87.98,-7800.00,10.68,-0.02
-78,44126,87.98,-7800.00,10.67,-0.02
-78,44048,87.98,-7800.00,10.68,-0.02
-78,43970,87.98,-7800.00,10.67,-0.02
-78,43892,87.98,-7800.00,10.65,-0.02
-78,43814,87.98,-7800.00,10.65,-0.02
-78,43736,87.98,-7800.00,10.64,-0.02
-78,43658,87.98,-7800.00,10.67,-0.02
-79,43579,87.98,-7900.00,10.67,-0.02
-77,43502,87.98,-7700.00,10.69,-0.02
-79,43423,87.98,-7900.00,10.68,-0.02
-77,43346,87.98,-7700.00,10.68,-0.02
-79,43267,87.98,-7900.00,10.66,-0.01
-78,43189,87.98,-7800.00,10.66,-0.01
-78,43111,84.83,-7800.00,10.66,-0.02
-78,43033,84.83,-7800.00,10.65,-0.02
-79,42954,84.83,-7900.00,10.68,-0.03
-77,42877,84.83,-7700.00,10.67,-0.02
-79,42798,84.83,-7900.00,10.68,-0.02
-78,42720,84.83,-7800.00,10.67,-0.02
-78,42642,84.83,-7800.00,10.66,-0.02
-78,42564,84.83,-7800.00,10.65,-0.02
-78,42486,84.83,-7800.00,10.65,-0.02
-78,42408,84.83,-7800.00,10.65,-0.03
-78,42330,84.83,-7800.00,10.66,-0.03
-78,42252,84.83,-7800.00,10.69,-0.03
-78,42174,84.83,-7800.00,10.67,-0.02
-79,42095,84.83,-7900.00,10.69,-0.02
-77,42018,84.83,-7700.00,10.67,-0.02
-79,41939,84.83,-7900.00,10.65,-0.02
-78,41861,84.83,-7800.00,10.65,-0.02
-78,41783,84.83,-7800.00,10.64,-0.01
-78,41705,84.83,-7800.00,10.66,-0.02
-78,41627,84.83,-7800.00,10.66,-0.02
-78,41549,81.69,-7800.00,10.68,-0.02
-78,41471,81.69,-7800.00,10.67,-0.02
-78,41393,81.69,-7800.00,10.67,-0.02
-78,41315,81.69,-7800.00,10.66,-0.02
-78,41237,81.69,-7800.00,10.65,-0.02
-79,41158,81.69,-7900.00,10.65,-0.03
-77,41081,81.69,-7700.00,10.65,-0.02
-79,41002,81.69,-7900.00,10.67,-0.02
-78,40924,81.69,-7800.00,10.66,-0.02
-78,40846,81.69,-7800.00,10.69,-0.02
-78,40768,81.69,-7800.00,10.68,-0.02
-78,40690,81.69,-7800.00,10.68,-0.02
-78,40612,81.69,-7800.00,10.67,-0.02
-78,40534,81.69,-7800.00,10.66,-0.02
-79,40455,81.69,-7900.00,10.67,-0.02
-77,40378,81.69,-7700.00,10.66,-0.02
-79,40299,81.69,-7900.00,10.69,-0.02
-77,40222,81.69,-7700.00,10.67,-0.02
-79,40143,81.69,-7900.00,10.68,-0.03
-78,40065,81.69,-7800.00,10.67,-0.02
-78,39987,78.55,-7800.00,10.67,-0.02
-78,39909,78.55,-7800.00,10.66,-0.02
-78,39831,78.55,-7800.00,10.65,-0.02
-78,39753,78.55,-7800.00,10.66,-0.02
-79,39674,78.55,-7900.00,10.66,-0.02
-78,39596,78.55,-7800.00,10.68,-0.02
-78,39518,78.55,-7800.00,10.67,-0.02
-78,39440,78.55,-7800.00,10.68,-0.02
-78,39362,78.55,-7800.00,10.67,-0.02
-78,39284,78.55,-7800.00,10.66,-0.02
-78,39206,78.55,-7800.00,10.66,-0.02
-78,39128,78.55,-7800.00,10.65,-0.02
-78,39050,78.55,-7800.00,10.66,-0.02
-79,38971,78.55,-7900.00,10.66,-0.03
-77,38894,78.55,-7700.00,10.68,-0.03
-79,38815,78.55,-7900.00,10.67,-0.02
-78,38737,78.55,-7800.00,10.68,-0.02
-79,38658,78.55,-7900.00,10.66,-0.01
-77,38581,78.55,-7700.00,10.64,-0.02
-78,38503,78.55,-7800.00,10.49,-0.00
-77,38426,75.41,-7700.00,10.28,0.02
-76,38350,75.41,-7600.00,10.13,0.03
-76,38274,75.41,-7600.00,9.95,0.04
-76,38198,75.41,-7600.00,9.88,0.04
-74,38124,75.41,-7400.00,9.86,0.03
-74,38050,75.41,-7400.00,9.82,0.03
-74,37976,75.41,-7400.00,9.77,0.02
-74,37902,75.41,-7400.00,9.75,0.02
-73,37829,75.41,-7300.00,9.68,0.02
-72,37757,75.41,-7200.00,9.61,0.03
-72,37685,75.41,-7200.00,9.55,0.03
-72,37613,75.41,-7200.00,9.49,0.03
-71,37542,75.41,-7100.00,9.46,0.03
-72,37470,75.41,-7200.00,9.44,0.02
-70,37400,75.41,-7000.00,9.41,0.02
-70,37330,75.41,-7000.00,9.39,0.02
-70,37260,75.41,-7000.00,9.38,0.02
-70,37190,75.41,-7000.00,9.37,0.01
-69,37121,75.41,-6900.00,9.39,0.01
-70,37051,75.41,-7000.00,9.40,-0.00
-69,36982,75.41,-6900.00,9.40,0.00
-69,36913,72.27,-6900.00,9.36,0.00
-69,36844,72.27,-6900.00,9.32,0.00
-69,36775,72.27,-6900.00,9.31,0.01
-68,36707,72.27,-6800.00,9.28,0.00
-68,36639,72.27,-6800.00,9.24,-0.00
-69,36570,72.27,-6900.00,9.21,0.00
-67,36503,72.27,-6700.00,9.20,0.00
-68,36435,72.27,-6800.00,9.20,0.00
-68,36367,72.27,-6800.00,9.23,0.00
-67,36300,72.27,-6700.00,9.24,-0.00
-67,36233,72.27,-6700.00,9.21,-0.00
-68,36165,72.27,-6800.00,9.19,-0.00
-67,36098,72.27,-6700.00,9.12,-0.00
-67,36031,72.27,-6700.00,9.12,-0.00
-67,35964,72.27,-6700.00,9.10,-0.00
-67,35897,72.27,-6700.00,9.09,-0.01
-67,35830,72.27,-6700.00,9.14,-0.01
-67,35763,72.27,-6700.00,9.16,-0.02
-66,35697,72.27,-6600.00,9.13,-0.01
-67,35630,72.27,-6700.00,9.12,-0.01
-67,35563,72.27,-6700.00,9.09,-0.00
-66,35497,72.27,-6600.00,9.04,0.00
-67,35430,72.27,-6700.00,9.06,-0.00
-66,35364,69.12,-6600.00,9.07,-0.01
-66,35298,69.12,-6600.00,9.08,-0.01
-67,35231,69.12,-6700.00,9.11,-0.01
-66,35165,69.12,-6600.00,9.13,-0.01
-66,35099,69.12,-6600.00,9.09,-0.01
-66,35033,69.12,-6600.00,9.08,-0.01
-67,34966,69.12,-6700.00,9.04,-0.01
-65,34901,69.12,-6500.00,9.00,-0.00
-67,34834,69.12,-6700.00,9.03,-0.01
-65,34769,69.12,-6500.00,9.02,-0.01
-67,34702,69.12,-6700.00,9.05,-0.01
-65,34637,69.12,-6500.00,9.09,-0.02
-67,34570,69.12,-6700.00,9.06,-0.01
-65,34505,69.12,-6500.00,9.08,-0.01
-66,34439,69.12,-6600.00,9.04,-0.01
-66,34373,69.12,-6600.00,9.01,-0.00
-66,34307,69.12,-6600.00,9.02,-0.00
-66,34241,69.12,-6600.00,9.00,-0.00
-66,34175,69.12,-6600.00,9.04,-0.01
-65,34110,69.12,-6500.00,9.05,-0.01
-66,34044,69.12,-6600.00,9.08,-0.01
-66,33978,69.12,-6600.00,9.10,-0.01
-66,33912,69.12,-6600.00,9.03,-0.00
-66,33846,65.98,-6600.00,9.02,-0.01
-65,33781,65.98,-6500.00,8.97,-0.00
-66,33715,65.98,-6600.00,8.97,-0.00
-65,33650,65.98,-6500.00,9.03,-0.01
-66,33584,65.98,-6600.00,9.03,-0.01
-66,33518,65.98,-6600.00,9.08,-0.01
-66,33452,65.98,-6600.00,9.07,-0.01
-66,33386,65.98,-6600.00,9.04,-0.01
-65,33321,65.98,-6500.00,9.04,-0.01
-66,33255,65.98,-6600.00,8.98,-0.00
-65,33190,65.98,-6500.00,8.98,-0.01
-66,33124,65.98,-6600.00,8.98,-0.01
-66,33058,65.98,-6600.00,8.99,-0.01
-65,32993,65.98,-6500.00,9.05,-0.02
-66,32927,65.98,-6600.00,9.05,-0.01
-65,32862,65.98,-6500.00,9.07,-0.01
-66,32796,65.98,-6600.00,9.02,-0.01
-66,32730,65.98,-6600.00,9.00,-0.01
-65,32665,65.98,-6500.00,8.97,-0.01
-66,32599,65.98,-6600.00,8.96,-0.00
-65,32534,65.98,-6500.00,9.01,-0.01
-66,32468,65.98,-6600.00,9.01,-0.01
-66,32402,65.98,-6600.00,9.05,-0.01
-65,32337,62.84,-6500.00,9.06,-0.01
-66,32271,62.84,-6600.00,9.04,-0.01
-65,32206,62.84,-6500.00,9.02,-0.01
-65,32141,62.84,-6500.00,8.98,-0.00
-66,32075,62.84,-6600.00,8.98,-0.01
-66,32009,62.84,-6600.00,8.97,-0.00
-65,31944,62.84,-6500.00,8.99,-0.01
-66,31878,62.84,-6600.00,9.04,-0.01
-65,31813,62.84,-6500.00,9.03,-0.01
-66,31747,62.84,-6600.00,9.06,-0.01
-65,31682,62.84,-6500.00,9.02,-0.01
-66,31616,62.84,-6600.00,9.00,-0.01
-66,31550,62.84,-6600.00,8.97,-0.01
-65,31485,62.84,-6500.00,8.96,-0.01
-66,31419,62.84,-6600.00,9.00,-0.02
-65,31354,62.84,-6500.00,9.00,-0.02
-66,31288,62.84,-6600.00,9.06,-0.02
-66,31222,62.84,-6600.00,9.07,-0.01
