Format: EncDifference(long),EncBuffer(long int),WheelPositionRadians(float),encRate(ticks/sec)(float),MotorVoltage(float),MotorCurrent(float)
-65,31157,62.84,-6500.00,9.05,-0.01
-66,31091,62.84,-6600.00,9.04,-0.01
-65,31026,62.84,-6500.00,8.98,-0.01
-66,30960,62.84,-6600.00,8.98,-0.01
-65,30895,62.84,-6500.00,8.97,-0.01
-65,30830,62.84,-6500.00,9.01,-0.01
-66,30764,59.70,-6600.00,9.04,-0.01
-66,30698,59.70,-6600.00,9.03,-0.02
-65,30633,59.70,-6500.00,9.07,-0.02
-66,30567,59.70,-6600.00,9.01,-0.01
-65,30502,59.70,-6500.00,9.00,-0.01
-66,30436,59.70,-6600.00,8.97,-0.01
-65,30371,59.70,-6500.00,8.97,-0.01
-66,30305,59.70,-6600.00,9.00,-0.01
-65,30240,59.70,-6500.00,9.00,-0.01
-66,30174,59.70,-6600.00,9.06,-0.02
-65,30109,59.70,-6500.00,9.06,-0.02
-66,30043,59.70,-6600.00,9.04,-0.02
-65,29978,59.70,-6500.00,9.02,-0.02
-66,29912,59.70,-6600.00,8.96,-0.01
-66,29846,59.70,-6600.00,8.97,-0.02
-65,29781,59.70,-6500.00,8.95,-0.01
-66,29715,59.70,-6600.00,8.98,-0.01
-65,29650,59.70,-6500.00,9.02,-0.02
-65,29585,59.70,-6500.00,9.02,-0.02
-66,29519,59.70,-6600.00,9.06,-0.02
-65,29454,59.70,-6500.00,9.02,-0.02
-66,29388,59.70,-6600.00,9.02,-0.02
-66,29322,59.70,-6600.00,8.98,-0.01
-65,29257,56.56,-6500.00,8.96,-0.01
-66,29191,56.56,-6600.00,8.99,-0.01
-65,29126,56.56,-6500.00,9.00,-0.01
-65,29061,56.56,-6500.00,9.05,-0.01
-66,28995,56.56,-6600.00,9.06,-0.01
-65,28930,56.56,-6500.00,9.05,-0.01
-66,28864,56.56,-6600.00,9.01,-0.01
-66,28798,56.56,-6600.00,8.98,-0.01
-65,28733,56.56,-6500.00,8.97,-0.01
-66,28667,56.56,-6600.00,8.95,-0.01
-65,28602,56.56,-6500.00,9.00,-0.02
-66,28536,56.56,-6600.00,9.02,-0.02
-66,28470,56.56,-6600.00,9.04,-0.02
-65,28405,56.56,-6500.00,9.08,-0.02
-66,28339,56.56,-6600.00,9.03,-0.01
-65,28274,56.56,-6500.00,9.03,-0.01
-65,28209,56.56,-6500.00,8.98,-0.00
-67,28142,56.56,-6700.00,8.97,-0.01
-64,28078,56.56,-6400.00,9.00,-0.01
-66,28012,56.56,-6600.00,8.99,-0.01
-66,27946,56.56,-6600.00,9.05,-0.02
-65,27881,56.56,-6500.00,9.04,-0.02
-66,27815,56.56,-6600.00,9.05,-0.01
-65,27750,56.56,-6500.00,9.02,-0.01
-66,27684,53.41,-6600.00,8.98,-0.01
-66,27618,53.41,-6600.00,8.97,-0.01
-65,27553,53.41,-6500.00,8.95,-0.00
-66,27487,53.41,-6600.00,9.00,-0.01
-65,27422,53.41,-6500.00,9.02,-0.01
-66,27356,53.41,-6600.00,9.04,-0.02
-66,27290,53.41,-6600.00,9.07,-0.02
-65,27225,53.41,-6500.00,9.01,-0.02
-66,27159,53.41,-6600.00,9.01,-0.02
-65,27094,53.41,-6500.00,8.96,-0.01
-66,27028,53.41,-6600.00,8.98,-0.01
-66,26962,53.41,-6600.00,9.00,-0.01
-65,26897,53.41,-6500.00,9.00,-0.01
-66,26831,53.41,-6600.00,9.06,-0.02
-65,26766,53.41,-6500.00,9.05,-0.02
-66,26700,53.41,-6600.00,9.05,-0.02
-66,26634,53.41,-6600.00,9.02,-0.01
-65,26569,53.41,-6500.00,8.99,-0.01
-66,26503,53.41,-6600.00,8.99,-0.01
-65,26438,53.41,-6500.00,8.97,-0.01
-66,26372,53.41,-6600.00,9.02,-0.02
-66,26306,53.41,-6600.00,9.04,-0.02
-65,26241,53.41,-6500.00,9.05,-0.02
-66,26175,50.27,-6600.00,9.08,-0.02
-65,26110,50.27,-6500.00,9.03,-0.01
-66,26044,50.27,-6600.00,9.03,-0.02
-66,25978,50.27,-6600.00,8.99,-0.01
-65,25913,50.27,-6500.00,8.97,-0.01
-66,25847,50.27,-6600.00,9.01,-0.01
-65,25782,50.27,-6500.00,9.01,-0.01
-66,25716,50.27,-6600.00,9.06,-0.01
-66,25650,50.27,-6600.00,9.05,-0.01
-65,25585,50.27,-6500.00,9.06,-0.01
-66,25519,50.27,-6600.00,9.03,-0.01
-65,25454,50.27,-6500.00,9.00,-0.01
-66,25388,50.27,-6600.00,9.00,-0.02
-66,25322,50.27,-6600.00,8.97,-0.01
-65,25257,50.27,-6500.00,9.01,-0.02
-66,25191,50.27,-6600.00,9.03,-0.02
-65,25126,50.27,-6500.00,9.04,-0.02
-66,25060,50.27,-6600.00,9.09,-0.02
-66,24994,50.27,-6600.00,9.02,-0.01
-65,24929,50.27,-6500.00,9.02,-0.01
-66,24863,50.27,-6600.00,8.98,-0.01
-65,24798,50.27,-6500.00,8.97,-0.01
-67,24731,50.27,-6700.00,9.00,-0.01
-65,24666,50.27,-6500.00,9.00,-0.01
-66,24600,47.13,-6600.00,9.05,-0.02
-66,24534,47.13,-6600.00,9.05,-0.02
-65,24469,47.13,-6500.00,9.06,-0.01
-66,24403,47.13,-6600.00,9.04,-0.01
-65,24338,47.13,-6500.00,8.99,-0.01
-66,24272,47.13,-6600.00,9.00,-0.01
-66,24206,47.13,-6600.00,8.97,-0.01
-65,24141,47.13,-6500.00,9.00,-0.01
-66,24075,47.13,-6600.00,9.04,-0.01
-65,24010,47.13,-6500.00,9.04,-0.01
-67,23943,47.13,-6700.00,9.08,-0.01
-65,23878,47.13,-6500.00,9.03,-0.01
-66,23812,47.13,-6600.00,9.03,-0.01
-66,23746,47.13,-6600.00,9.00,-0.01
-65,23681,47.13,-6500.00,8.97,-0.01
-66,23615,47.13,-6600.00,9.02,-0.01
-65,23550,47.13,-6500.00,9.00,-0.01
-66,23484,47.13,-6600.00,9.04,-0.02
-66,23418,47.13,-6600.00,9.07,-0.01
-65,23353,47.13,-6500.00,9.06,-0.01
-66,23287,47.13,-6600.00,9.06,-0.01
-65,23222,47.13,-6500.00,9.00,-0.01
-66,23156,47.13,-6600.00,9.00,-0.01
-66,23090,43.99,-6600.00,8.99,-0.01
-65,23025,43.99,-6500.00,8.99,-0.01
-66,22959,43.99,-6600.00,9.04,-0.01
-64,22895,43.99,-6400.00,9.02,-0.01
-66,22829,43.99,-6600.00,9.07,-0.02
-66,22763,43.99,-6600.00,9.04,-0.01
-66,22697,43.99,-6600.00,9.01,-0.01
-66,22631,43.99,-6600.00,9.01,-0.01
-65,22566,43.99,-6500.00,8.96,-0.01
-66,22500,43.99,-6600.00,8.98,-0.01
-65,22435,43.99,-6500.00,8.99,-0.01
-66,22369,43.99,-6600.00,9.02,-0.01
-66,22303,43.99,-6600.00,9.07,-0.02
-65,22238,43.99,-6500.00,9.05,-0.01
-66,22172,43.99,-6600.00,9.06,-0.01
-65,22107,43.99,-6500.00,9.00,-0.01
-66,22041,43.99,-6600.00,8.97,-0.01
-66,21975,43.99,-6600.00,8.99,-0.01
-65,21910,43.99,-6500.00,8.99,-0.01
-66,21844,43.99,-6600.00,9.03,-0.02
-65,21779,43.99,-6500.00,9.03,-0.01
-66,21713,43.99,-6600.00,9.07,-0.02
-66,21647,43.99,-6600.00,9.04,-0.01
-65,21582,43.99,-6500.00,9.02,-0.01
-66,21516,40.85,-6600.00,9.01,-0.01
-65,21451,40.85,-6500.00,8.96,-0.01
-66,21385,40.85,-6600.00,8.99,-0.01
-66,21319,40.85,-6600.00,9.01,-0.01
-65,21254,40.85,-6500.00,9.02,-0.01
-66,21188,40.85,-6600.00,9.08,-0.02
-65,21123,40.85,-6500.00,9.05,-0.01
-66,21057,40.85,-6600.00,9.05,-0.01
-66,20991,40.85,-6600.00,9.01,-0.01
-65,20926,40.85,-6500.00,8.97,-0.01
-66,20860,40.85,-6600.00,8.98,-0.01
-66,20794,40.85,-6600.00,8.98,-0.01
-65,20729,40.85,-6500.00,9.03,-0.02
-66,20663,40.85,-6600.00,9.05,-0.02
-65,20598,40.85,-6500.00,9.08,-0.02
-67,20531,40.85,-6700.00,9.06,-0.02
-65,20466,40.85,-6500.00,9.02,-0.01
-66,20400,40.85,-6600.00,9.01,-0.01
-65,20335,40.85,-6500.00,8.97,-0.01
-66,20269,40.85,-6600.00,8.99,-0.01
-66,20203,40.85,-6600.00,9.02,-0.01
-65,20138,40.85,-6500.00,9.03,-0.01
-66,20072,40.85,-6600.00,9.08,-0.02
-65,20007,37.70,-6500.00,9.05,-0.01
-66,19941,37.70,-6600.00,9.05,-0.01
-66,19875,37.70,-6600.00,9.02,-0.01
-65,19810,37.70,-6500.00,8.99,-0.01
-66,19744,37.70,-6600.00,9.01,-0.01
-66,19678,37.70,-6600.00,9.00,-0.01
-66,19612,37.70,-6600.00,9.05,-0.01
-65,19547,37.70,-6500.00,9.07,-0.01
-66,19481,37.70,-6600.00,9.09,-0.02
-66,19415,37.70,-6600.00,9.10,-0.02
-65,19350,37.70,-6500.00,9.03,-0.01
-66,19284,37.70,-6600.00,9.01,-0.01
-65,19219,37.70,-6500.00,8.97,-0.01
-66,19153,37.70,-6600.00,8.98,-0.01
-66,19087,37.70,-6600.00,9.03,-0.01
-66,19021,37.70,-6600.00,9.03,-0.01
-66,18955,37.70,-6600.00,9.07,-0.02
-65,18890,37.70,-6500.00,9.06,-0.01
-66,18824,37.70,-6600.00,9.04,-0.01
-65,18759,37.70,-6500.00,9.04,-0.01
-66,18693,37.70,-6600.00,8.98,-0.00
-66,18627,37.70,-6600.00,8.99,-0.01
-66,18561,37.70,-6600.00,8.99,-0.01
-66,18495,37.70,-6600.00,9.01,-0.02
-65,18430,34.56,-6500.00,9.06,-0.02
-66,18364,34.56,-6600.00,9.05,-0.02
-65,18299,34.56,-6500.00,9.06,-0.02
-66,18233,34.56,-6600.00,9.01,-0.01
-66,18167,34.56,-6600.00,9.00,-0.01
-65,18102,34.56,-6500.00,8.99,-0.01
-67,18035,34.56,-6700.00,8.98,-0.01
-65,17970,34.56,-6500.00,9.03,-0.01
-66,17904,34.56,-6600.00,9.04,-0.01
-65,17839,34.56,-6500.00,9.07,-0.02
-66,17773,34.56,-6600.00,9.09,-0.02
-66,17707,34.56,-6600.00,9.04,-0.01
-65,17642,34.56,-6500.00,9.04,-0.01
-67,17575,34.56,-6700.00,8.98,-0.01
-65,17510,34.56,-6500.00,8.98,-0.01
-66,17444,34.56,-6600.00,9.02,-0.01
-65,17379,34.56,-6500.00,9.02,-0.01
-66,17313,34.56,-6600.00,9.07,-0.02
-66,17247,34.56,-6600.00,9.06,-0.02
-65,17182,34.56,-6500.00,9.06,-0.02
-67,17115,34.56,-6700.00,9.03,-0.01
-65,17050,34.56,-6500.00,8.98,-0.01
-66,16984,34.56,-6600.00,8.99,-0.01
-65,16919,31.42,-6500.00,8.95,-0.01
-66,16853,31.42,-6600.00,8.99,-0.01
-66,16787,31.42,-6600.00,9.04,-0.01
-66,16721,31.42,-6600.00,9.04,-0.01
-66,16655,31.42,-6600.00,9.10,-0.02
-65,16590,31.42,-6500.00,9.05,-0.02
-66,16524,31.42,-6600.00,9.02,-0.02
-65,16459,31.42,-6500.00,8.99,-0.01
-66,16393,31.42,-6600.00,8.97,-0.01
-66,16327,31.42,-6600.00,9.01,-0.02
-65,16262,31.42,-6500.00,9.02,-0.01
-66,16196,31.42,-6600.00,9.06,-0.02
-66,16130,31.42,-6600.00,9.07,-0.02
-66,16064,31.42,-6600.00,9.04,-0.01
-65,15999,31.42,-6500.00,9.06,-0.02
-66,15933,31.42,-6600.00,9.01,-0.01
-66,15867,31.42,-6600.00,9.00,-0.01
-65,15802,31.42,-6500.00,9.01,-0.01
-66,15736,31.42,-6600.00,9.02,-0.01
-66,15670,31.42,-6600.00,9.06,-0.02
-66,15604,31.42,-6600.00,9.06,-0.02
-65,15539,31.42,-6500.00,9.09,-0.02
-66,15473,31.42,-6600.00,9.06,-0.01
-66,15407,31.42,-6600.00,9.01,-0.01
-65,15342,28.28,-6500.00,9.00,-0.01
-66,15276,28.28,-6600.00,8.97,-0.01
-65,15211,28.28,-6500.00,8.99,-0.01
-67,15144,28.28,-6700.00,9.02,-0.01
-65,15079,28.28,-6500.00,9.04,-0.01
-66,15013,28.28,-6600.00,9.08,-0.02
-66,14947,28.28,-6600.00,9.04,-0.01
-65,14882,28.28,-6500.00,9.05,-0.01
-66,14816,28.28,-6600.00,9.01,-0.00
-65,14751,28.28,-6500.00,8.99,-0.00
-66,14685,28.28,-6600.00,9.02,-0.01
-66,14619,28.28,-6600.00,9.02,-0.01
-66,14553,28.28,-6600.00,9.07,-0.02
-66,14487,28.28,-6600.00,9.08,-0.02
-65,14422,28.28,-6500.00,9.10,-0.01
-66,14356,28.28,-6600.00,9.09,-0.01
-65,14291,28.28,-6500.00,9.03,-0.01
-66,14225,28.28,-6600.00,9.01,-0.01
-66,14159,28.28,-6600.00,8.97,-0.01
-65,14094,28.28,-6500.00,8.97,-0.01
-67,14027,28.28,-6700.00,9.02,-0.02
-65,13962,28.28,-6500.00,9.02,-0.02
-66,13896,28.28,-6600.00,9.08,-0.02
-65,13831,25.14,-6500.00,9.08,-0.01
-66,13765,25.14,-6600.00,9.05,-0.01
-66,13699,25.14,-6600.00,9.04,-0.01
-65,13634,25.14,-6500.00,8.99,-0.00
-66,13568,25.14,-6600.00,9.01,-0.01
-65,13503,25.14,-6500.00,9.01,-0.01
-67,13436,25.14,-6700.00,9.04,-0.01
-65,13371,25.14,-6500.00,9.08,-0.01
-66,13305,25.14,-6600.00,9.07,-0.01
-66,13239,25.14,-6600.00,9.08,-0.02
-65,13174,25.14,-6500.00,9.01,-0.01
-66,13108,25.14,-6600.00,8.98,-0.02
-65,13043,25.14,-6500.00,8.97,-0.01
-66,12977,25.14,-6600.00,8.97,-0.01
-66,12911,25.14,-6600.00,9.03,-0.02
-66,12845,25.14,-6600.00,9.05,-0.02
-66,12779,25.14,-6600.00,9.09,-0.02
-65,12714,25.14,-6500.00,9.08,-0.02
-66,12648,25.14,-6600.00,9.04,-0.01
-65,12583,25.14,-6500.00,9.03,-0.01
-66,12517,25.14,-6600.00,8.98,-0.01
-66,12451,25.14,-6600.00,9.00,-0.01
-65,12386,25.14,-6500.00,9.02,-0.01
-66,12320,25.14,-6600.00,9.02,-0.01
-66,12254,21.99,-6600.00,9.07,-0.01
-66,12188,21.99,-6600.00,9.05,-0.01
-65,12123,21.99,-6500.00,9.05,-0.01
-66,12057,21.99,-6600.00,9.02,-0.01
-66,11991,21.99,-6600.00,8.99,-0.01
-65,11926,21.99,-6500.00,8.98,-0.01
-66,11860,21.99,-6600.00,8.97,-0.01
-65,11795,21.99,-6500.00,9.02,-0.02
-66,11729,21.99,-6600.00,9.03,-0.02
-66,11663,21.99,-6600.00,9.04,-0.02
-65,11598,21.99,-6500.00,9.07,-0.02
-66,11532,21.99,-6600.00,9.02,-0.01
-65,11467,21.99,-6500.00,9.04,-0.01
-66,11401,21.99,-6600.00,8.99,-0.01
-66,11335,21.99,-6600.00,8.98,-0.01
-66,11269,21.99,-6600.00,9.01,-0.02
-66,11203,21.99,-6600.00,8.99,-0.02
-65,11138,21.99,-6500.00,9.05,-0.02
-66,11072,21.99,-6600.00,9.04,-0.02
-65,11007,21.99,-6500.00,9.03,-0.02
-66,10941,21.99,-6600.00,9.04,-0.02
-66,10875,21.99,-6600.00,9.00,-0.01
-65,10810,21.99,-6500.00,9.02,-0.01
-66,10744,18.85,-6600.00,9.01,-0.01
-66,10678,18.85,-6600.00,9.04,-0.02
-66,10612,18.85,-6600.00,9.07,-0.02
-65,10547,18.85,-6500.00,9.06,-0.02
-66,10481,18.85,-6600.00,9.09,-0.02
-66,10415,18.85,-6600.00,9.03,-0.01
-65,10350,18.85,-6500.00,9.01,-0.01
-67,10283,18.85,-6700.00,8.99,-0.00
-65,10218,18.85,-6500.00,8.97,-0.00
-66,10152,18.85,-6600.00,9.02,-0.01
-65,10087,18.85,-6500.00,9.02,-0.02
-66,10021,18.85,-6600.00,9.05,-0.02
-66,9955,18.85,-6600.00,9.08,-0.02
-66,9889,18.85,-6600.00,9.04,-0.01
-66,9823,18.85,-6600.00,9.05,-0.01
-65,9758,18.85,-6500.00,8.99,-0.00
-66,9692,18.85,-6600.00,8.99,-0.01
-65,9627,18.85,-6500.00,9.00,-0.01
-67,9560,18.85,-6700.00,8.99,-0.01
-65,9495,18.85,-6500.00,9.06,-0.02
-66,9429,18.85,-6600.00,9.04,-0.01
-66,9363,18.85,-6600.00,9.07,-0.01
-65,9298,18.85,-6500.00,9.06,-0.01
-67,9231,15.71,-6700.00,9.00,-0.01
-65,9166,15.71,-6500.00,9.01,-0.01
-66,9100,15.71,-6600.00,8.97,-0.01
-65,9035,15.71,-6500.00,8.98,-0.01
-66,8969,15.71,-6600.00,9.03,-0.01
-66,8903,15.71,-6600.00,9.03,-0.01
-66,8837,15.71,-6600.00,9.09,-0.02
-66,8771,15.71,-6600.00,9.05,-0.01
-65,8706,15.71,-6500.00,9.02,-0.01
-67,8639,15.71,-6700.00,9.01,-0.01
-65,8574,15.71,-6500.00,8.96,-0.01
-66,8508,15.71,-6600.00,9.00,-0.01
-65,8443,15.71,-6500.00,9.01,-0.01
-67,8376,15.71,-6700.00,9.05,-0.02
-65,8311,15.71,-6500.00,9.10,-0.02
-66,8245,15.71,-6600.00,9.08,-0.02
-66,8179,15.71,-6600.00,9.09,-0.02
-66,8113,15.71,-6600.00,9.03,-0.01
-66,8047,15.71,-6600.00,8.99,-0.01
-65,7982,15.71,-6500.00,8.99,-0.01
-66,7916,15.71,-6600.00,8.98,-0.01
-66,7850,15.71,-6600.00,9.04,-0.02
-66,7784,15.71,-6600.00,9.06,-0.02
-65,7719,15.71,-6500.00,9.08,-0.02
-66,7653,12.57,-6600.00,9.10,-0.02
-66,7587,12.57,-6600.00,9.02,-0.01
-66,7521,12.57,-6600.00,9.03,-0.01
-66,7455,12.57,-6600.00,8.99,-0.01
-66,7389,12.57,-6600.00,8.98,-0.01
-66,7323,12.57,-6600.00,9.03,-0.01
-65,7258,12.57,-6500.00,9.02,-0.01
-66,7192,12.57,-6600.00,9.07,-0.01
-66,7126,12.57,-6600.00,9.07,-0.01
-66,7060,12.57,-6600.00,9.06,-0.02
-65,6995,12.57,-6500.00,9.05,-0.02
-66,6929,12.57,-6600.00,9.00,-0.01
-66,6863,12.57,-6600.00,9.02,-0.02
-66,6797,12.57,-6600.00,9.02,-0.01
-66,6731,12.57,-6600.00,9.03,-0.01
-65,6666,12.57,-6500.00,9.08,-0.02
-66,6600,12.57,-6600.00,9.07,-0.01
-66,6534,12.57,-6600.00,9.08,-0.01
-66,6468,12.57,-6600.00,9.05,-0.00
-66,6402,12.57,-6600.00,9.01,-0.00
-66,6336,12.57,-6600.00,9.01,-0.01
-65,6271,12.57,-6500.00,8.98,-0.01
-66,6205,12.57,-6600.00,9.01,-0.01
-66,6139,9.43,-6600.00,9.04,-0.02
-66,6073,9.43,-6600.00,9.04,-0.02
-66,6007,9.43,-6600.00,9.09,-0.02
-65,5942,9.43,-6500.00,9.05,-0.02
-67,5875,9.43,-6700.00,9.04,-0.01
-65,5810,9.43,-6500.00,9.02,-0.01
-66,5744,9.43,-6600.00,8.97,-0.00
-66,5678,9.43,-6600.00,9.00,-0.01
-66,5612,9.43,-6600.00,9.00,-0.01
-65,5547,9.43,-6500.00,9.04,-0.01
-67,5480,9.43,-6700.00,9.08,-0.01
-65,5415,9.43,-6500.00,9.06,-0.01
-66,5349,9.43,-6600.00,9.07,-0.01
-66,5283,9.43,-6600.00,9.02,-0.00
-66,5217,9.43,-6600.00,9.00,-0.01
-66,5151,9.43,-6600.00,9.02,-0.01
-65,5086,9.43,-6500.00,9.01,-0.01
-67,5019,9.43,-6700.00,9.06,-0.01
-65,4954,9.43,-6500.00,9.07,-0.01
-66,4888,9.43,-6600.00,9.07,-0.01
-65,4823,9.43,-6500.00,9.08,-0.01
-67,4756,9.43,-6700.00,9.04,-0.01
-65,4691,9.43,-6500.00,9.04,-0.01
-66,4625,9.43,-6600.00,9.00,-0.01
-66,4559,6.28,-6600.00,9.00,-0.01
-66,4493,6.28,-6600.00,9.04,-0.02
-66,4427,6.28,-6600.00,9.03,-0.01
-66,4361,6.28,-6600.00,9.08,-0.02
-66,4295,6.28,-6600.00,9.08,-0.02
-65,4230,6.28,-6500.00,9.04,-0.01
-67,4163,6.28,-6700.00,9.04,-0.01
-65,4098,6.28,-6500.00,8.98,-0.01
-66,4032,6.28,-6600.00,8.99,-0.01
-66,3966,6.28,-6600.00,9.00,-0.01
-66,3900,6.28,-6600.00,9.01,-0.01
-66,3834,6.28,-6600.00,9.08,-0.01
-66,3768,6.28,-6600.00,9.08,-0.01
-65,3703,6.28,-6500.00,9.08,-0.01
-66,3637,6.28,-6600.00,9.06,-0.01
-65,3572,6.28,-6500.00,9.01,-0.01
-66,3506,6.28,-6600.00,9.00,-0.01
-66,3440,6.28,-6600.00,8.99,-0.01
-65,3375,6.28,-6500.00,9.03,-0.01
-67,3308,6.28,-6700.00,9.07,-0.01
-65,3243,6.28,-6500.00,9.06,-0.01
-66,3177,6.28,-6600.00,9.09,-0.02
-66,3111,6.28,-6600.00,9.04,-0.01
-66,3045,3.14,-6600.00,9.00,-0.01
-66,2979,3.14,-6600.00,8.99,-0.01
-66,2913,3.14,-6600.00,8.97,-0.01
-65,2848,3.14,-6500.00,9.02,-0.01
-67,2781,3.14,-6700.00,9.04,-0.01
-65,2716,3.14,-6500.00,9.07,-0.01
-66,2650,3.14,-6600.00,9.11,-0.02
-66,2584,3.14,-6600.00,9.07,-0.02
-65,2519,3.14,-6500.00,9.07,-0.02
-67,2452,3.14,-6700.00,9.03,-0.01
-65,2387,3.14,-6500.00,8.98,-0.01
-66,2321,3.14,-6600.00,9.01,-0.01
-66,2255,3.14,-6600.00,8.99,-0.00
-66,2189,3.14,-6600.00,9.03,-0.01
-65,2124,3.14,-6500.00,9.06,-0.01
-66,2058,3.14,-6600.00,9.05,-0.01
-66,1992,3.14,-6600.00,9.07,-0.01
-66,1926,3.14,-6600.00,9.01,-0.01
-66,1860,3.14,-6600.00,9.01,-0.01
-65,1795,3.14,-6500.00,9.01,-0.01
-66,1729,3.14,-6600.00,9.00,-0.01
-66,1663,3.14,-6600.00,9.07,-0.01
-66,1597,3.14,-6600.00,9.05,-0.01
-65,1532,0.00,-6500.00,9.07,-0.01
-67,1465,0.00,-6700.00,9.08,-0.01
-65,1400,0.00,-6500.00,9.03,-0.00
-66,1334,0.00,-6600.00,9.04,-0.01
-66,1268,0.00,-6600.00,9.00,-0.00
-66,1202,0.00,-6600.00,9.01,-0.00
-66,1136,0.00,-6600.00,9.05,-0.01
-65,1071,0.00,-6500.00,9.05,-0.01
-66,1005,0.00,-6600.00,9.10,-0.02
-66,939,0.00,-6600.00,9.08,-0.01
-66,873,0.00,-6600.00,9.06,-0.01
-65,808,0.00,-6500.00,9.04,-0.01
-66,742,0.00,-6600.00,8.99,-0.00
-66,676,0.00,-6600.00,9.01,-0.01
-66,610,0.00,-6600.00,9.00,-0.01
-66,544,0.00,-6600.00,9.04,-0.01
-66,478,0.00,-6600.00,9.09,-0.02
-66,412,0.00,-6600.00,9.07,-0.02
-65,347,0.00,-6500.00,9.09,-0.01
-66,281,0.00,-6600.00,9.04,-0.01
-66,215,0.00,-6600.00,9.01,-0.01
-66,149,0.00,-6600.00,9.00,-0.02
-65,84,0.00,-6500.00,8.97,-0.01
-66,18,0.00,-6600.00,9.01,-0.02
-66,-48,0.00,-6600.00,9.02,-0.02
-66,-114,0.00,-6600.00,9.04,-0.02
-66,-180,0.00,-6600.00,9.09,-0.02
-65,-245,0.00,-6500.00,9.04,-0.01
-66,-311,0.00,-6600.00,9.05,-0.01
-66,-377,0.00,-6600.00,9.01,-0.01
-66,-443,0.00,-6600.00,8.99,-0.01
-65,-508,0.00,-6500.00,9.02,-0.02
-67,-575,0.00,-6700.00,9.02,-0.02
-65,-640,0.00,-6500.00,9.07,-0.02
-66,-706,0.00,-6600.00,9.08,-0.02
-66,-772,0.00,-6600.00,9.06,-0.01
-66,-838,0.00,-6600.00,9.07,-0.01
-66,-904,0.00,-6600.00,9.02,-0.01
-65,-969,0.00,-6500.00,9.01,-0.01
-66,-1035,0.00,-6600.00,9.01,-0.01
-66,-1101,0.00,-6600.00,9.02,-0.01
-66,-1167,0.00,-6600.00,9.07,-0.02
-65,-1232,0.00,-6500.00,9.07,-0.02
-67,-1299,0.00,-6700.00,9.10,-0.02
-65,-1364,0.00,-6500.00,9.07,-0.01
-67,-1431,0.00,-6700.00,9.02,-0.01
-65,-1496,0.00,-6500.00,9.02,-0.01
-66,-1562,-3.14,-6600.00,8.98,-0.01
-66,-1628,-3.14,-6600.00,8.99,-0.01
-66,-1694,-3.14,-6600.00,9.04,-0.01
-66,-1760,-3.14,-6600.00,9.03,-0.01
-65,-1825,-3.14,-6500.00,9.09,-0.02
-67,-1892,-3.14,-6700.00,9.08,-0.01
-65,-1957,-3.14,-6500.00,9.05,-0.01
-67,-2024,-3.14,-6700.00,9.04,-0.01
-65,-2089,-3.14,-6500.00,8.98,-0.01
-66,-2155,-3.14,-6600.00,9.00,-0.01
-66,-2221,-3.14,-6600.00,9.00,-0.01
-66,-2287,-3.14,-6600.00,9.02,-0.01
-65,-2352,-3.14,-6500.00,9.08,-0.01
-67,-2419,-3.14,-6700.00,9.07,-0.01
-65,-2484,-3.14,-6500.00,9.07,-0.01
-66,-2550,-3.14,-6600.00,9.03,-0.01
-66,-2616,-3.14,-6600.00,8.98,-0.01
-66,-2682,-3.14,-6600.00,9.01,-0.02
-66,-2748,-3.14,-6600.00,8.98,-0.01
-66,-2814,-3.14,-6600.00,9.03,-0.01
-66,-2880,-3.14,-6600.00,8.82,0.00
-64,-2944,-3.14,-6400.00,8.46,0.03
-64,-3008,-3.14,-6400.00,8.11,0.05
-63,-3071,-3.14,-6300.00,7.68,0.08
-61,-3132,-6.28,-6100.00,7.49,0.08
-60,-3192,-6.28,-6000.00,7.37,0.08
-60,-3252,-6.28,-6000.00,7.23,0.08
-59,-3311,-6.28,-5900.00,7.10,0.08
-58,-3369,-6.28,-5800.00,6.97,0.08
-57,-3426,-6.28,-5700.00,6.85,0.08
-56,-3482,-6.28,-5600.00,6.73,0.08
-54,-3536,-6.28,-5400.00,6.60,0.08
-55,-3591,-6.28,-5500.00,6.47,0.08
-53,-3644,-6.28,-5300.00,6.34,0.08
-52,-3696,-6.28,-5200.00,6.22,0.08
-51,-3747,-6.28,-5100.00,6.10,0.08
-50,-3797,-6.28,-5000.00,5.98,0.08
-50,-3847,-6.28,-5000.00,5.86,0.08
-49,-3896,-6.28,-4900.00,5.74,0.08
-47,-3943,-6.28,-4700.00,5.62,0.08
-47,-3990,-6.28,-4700.00,5.50,0.07
-46,-4036,-6.28,-4600.00,5.39,0.07
-45,-4081,-6.28,-4500.00,5.28,0.08
-44,-4125,-6.28,-4400.00,5.17,0.08
-44,-4169,-6.28,-4400.00,5.05,0.08
-43,-4212,-6.28,-4300.00,4.95,0.08
-41,-4253,-6.28,-4100.00,4.83,0.08
-42,-4295,-6.28,-4200.00,4.71,0.08
-40,-4335,-6.28,-4000.00,4.60,0.08
-39,-4374,-6.28,-3900.00,4.49,0.08
-38,-4412,-6.28,-3800.00,4.38,0.08
-38,-4450,-6.28,-3800.00,4.28,0.08
-37,-4487,-6.28,-3700.00,4.17,0.08
-36,-4523,-6.28,-3600.00,4.06,0.08
-36,-4559,-6.28,-3600.00,3.96,0.08
-34,-4593,-6.28,-3400.00,3.86,0.08
